lat,long
-63.580389,-55.771844
-63.580424,-55.771853
-63.580454,-55.771875
-63.580475,-55.77186
-63.580421,-55.772086
-63.58045,-55.77223
-63.580432,-55.77226
-63.580467,-55.772189
-63.580478,-55.77225
-63.580474,-55.772295
-63.580501,-55.772331
-63.580445,-55.772361
-63.58054,-55.772241
-63.580523,-55.77226
-63.580567,-55.772268
-63.580563,-55.772211
-63.580571,-55.772234
-63.580584,-55.772189
-63.5806,-55.77218
-63.580603,-55.772128
-63.580626,-55.772162
-63.580611,-55.772208
-63.580619,-55.772314
-63.580618,-55.772345
-63.580651,-55.772369
-63.580659,-55.772404
-63.580664,-55.772283
-63.580638,-55.772275
-63.580692,-55.772227
-63.580741,-55.772248
-63.580456,-55.77196
-63.58044,-55.771897
-63.580488,-55.771931
-63.580446,-55.772014
-63.580428,-55.772004
-63.580414,-55.771987
-63.580353,-55.771933
-63.580337,-55.771869
-63.580407,-55.771863
-63.580437,-55.771782
-63.580434,-55.771822
-63.58042,-55.771812
-63.580578,-55.771846
-63.580582,-55.771881
-63.580596,-55.771872
-63.58063,-55.771906
-63.58061,-55.771895
-63.580673,-55.771922
-63.580614,-55.771974
-63.580589,-55.771989
-63.580624,-55.77195
-63.580583,-55.771914
-63.580555,-55.771941
-63.580539,-55.771981
-63.580608,-55.772018
-63.580643,-55.771971
-63.580744,-55.77196
-63.580766,-55.771983
-63.580572,-55.771771
-63.580552,-55.771751
-63.580538,-55.771788
-63.580563,-55.771816
-63.580558,-55.771858
-63.580531,-55.77183
-63.580429,-55.771695
-63.580415,-55.771694
-63.580387,-55.771682
-63.580194,-55.771525
-63.580209,-55.771537
-63.580594,-55.771829
-63.580612,-55.771797
-63.580625,-55.771803
-63.580641,-55.771804
-63.580667,-55.771815
-63.580688,-55.771807
-63.580681,-55.771856
-63.580694,-55.771836
-63.580727,-55.771816
-63.580727,-55.771876
-63.580708,-55.771861
-63.580743,-55.771896
-63.580749,-55.77185
-63.58076,-55.771877
-63.580771,-55.771859
-63.580782,-55.771912
-63.580795,-55.771873
-63.580822,-55.77193
-63.580774,-55.772034
-63.580736,-55.772022
-63.580721,-55.771995
-63.580717,-55.772027
-63.580694,-55.772002
-63.580703,-55.771959
-63.58067,-55.771966
-63.580655,-55.771976
-63.580658,-55.771919
-63.580647,-55.771861
-63.580635,-55.771863
-63.580536,-55.772362
-63.580549,-55.772284
-63.580533,-55.771872
-63.580541,-55.771925
-63.580499,-55.771898
-63.580692,-55.771893
-63.580709,-55.772331
-63.580698,-55.772383
-63.580683,-55.772446
-63.580715,-55.772459
-63.58074,-55.772453
-63.580748,-55.772498
-63.580767,-55.772459
-63.580777,-55.7724
-63.580784,-55.772349
-63.580806,-55.772345
-63.580802,-55.772299
-63.580828,-55.772291
-63.580811,-55.772248
-63.580792,-55.772225
-63.580581,-55.772363
-63.580568,-55.772404
-63.580852,-55.771908
-63.580839,-55.771868
-63.580841,-55.771963
-63.580867,-55.771948
-63.580881,-55.771948
-63.580897,-55.771987
-63.580875,-55.771992
-63.580856,-55.771984
-63.580859,-55.77203
-63.580878,-55.772076
-63.580891,-55.772046
-63.580901,-55.772093
-63.580951,-55.772146
-63.580914,-55.772134
-63.580925,-55.772111
-63.58095,-55.772107
-63.580934,-55.772072
-63.580912,-55.772032
-63.580936,-55.772035
-63.58094,-55.77199
-63.580937,-55.771951
-63.580922,-55.771967
-63.580902,-55.771948
-63.580961,-55.772059
-63.580963,-55.772
-63.580963,-55.772
-63.580976,-55.772017
-63.580993,-55.771988
-63.581009,-55.772027
-63.581028,-55.772039
-63.580988,-55.772052
-63.581054,-55.772046
-63.581072,-55.772052
-63.581081,-55.772076
-63.581058,-55.772096
-63.581036,-55.772149
-63.580991,-55.772415
-63.580985,-55.772364
-63.580984,-55.772246
-63.580966,-55.772463
-63.580962,-55.772422
-63.580971,-55.772398
-63.580923,-55.772422
-63.580887,-55.77242
-63.580895,-55.77246
-63.580906,-55.772504
-63.580895,-55.772567
-63.580953,-55.772702
-63.581033,-55.772614
-63.581052,-55.772576
-63.581049,-55.772533
-63.581049,-55.772498
-63.581036,-55.772519
-63.58107,-55.772552
-63.581121,-55.772577
-63.581126,-55.772548
-63.581088,-55.772569
-63.581085,-55.77267
-63.581109,-55.772671
-63.581123,-55.772662
-63.581046,-55.772284
-63.581053,-55.772242
-63.581018,-55.772214
-63.581017,-55.772253
-63.581037,-55.772209
-63.581132,-55.772134
-63.581171,-55.772121
-63.581153,-55.77213
-63.581167,-55.772165
-63.581191,-55.772157
-63.581215,-55.772182
-63.581233,-55.772222
-63.581205,-55.77237
-63.581148,-55.772449
-63.581202,-55.772545
-63.581198,-55.772607
-63.58121,-55.772595
-63.581174,-55.772563
-63.581156,-55.772533
-63.581121,-55.77249
-63.5811,-55.772525
-63.581065,-55.772465
-63.581097,-55.772384
-63.581068,-55.772353
-63.58109,-55.772317
-63.581108,-55.772286
-63.581082,-55.7722
-63.581099,-55.772155
-63.581117,-55.772122
-63.581265,-55.772204
-63.581278,-55.772231
-63.581296,-55.772206
-63.581307,-55.772262
-63.581326,-55.772254
-63.581347,-55.772248
-63.581285,-55.77264
-63.5813,-55.77263
-63.581333,-55.772608
-63.580962,-55.772356
-63.58097,-55.772182
-63.580988,-55.772137
-63.581004,-55.772137
-63.5811,-55.772236
-63.581023,-55.772479
-63.581005,-55.772478
-63.581044,-55.772457
-63.581077,-55.772394
-63.581016,-55.772383
-63.58103,-55.772346
-63.581146,-55.772354
-63.581126,-55.772353
-63.581113,-55.772342
-63.581151,-55.772256
-63.58117,-55.772255
-63.581139,-55.77229
-63.581174,-55.772314
-63.581161,-55.772307
-63.581185,-55.772341
-63.581164,-55.772433
-63.581142,-55.772394
-63.581253,-55.772417
-63.581262,-55.772359
-63.581277,-55.772352
-63.581272,-55.772401
-63.581294,-55.772401
-63.581269,-55.772476
-63.581316,-55.772421
-63.581339,-55.772414
-63.58133,-55.772375
-63.581352,-55.772375
-63.581239,-55.772353
-63.581223,-55.772309
-63.581217,-55.77234
-63.581223,-55.772397
-63.581243,-55.772316
-63.581266,-55.772318
-63.581266,-55.77229
-63.58125,-55.772279
-63.581168,-55.772355
-63.581161,-55.772406
-63.58113,-55.772404
-63.581087,-55.772453
-63.581081,-55.772504
-63.581132,-55.772206
-63.581118,-55.772195
-63.581128,-55.772244
-63.580889,-55.772288
-63.580905,-55.772207
-63.580949,-55.772306
-63.580946,-55.772264
-63.580838,-55.772042
-63.580814,-55.772063
-63.580815,-55.772099
-63.580789,-55.772032
-63.580785,-55.772083
-63.580807,-55.772017
-63.580846,-55.772122
-63.580865,-55.772111
-63.580849,-55.772192
-63.580849,-55.772239
-63.58087,-55.772311
-63.580863,-55.772424
-63.580866,-55.772534
-63.58084,-55.772526
-63.580833,-55.77238
-63.580825,-55.772414
-63.580806,-55.772402
-63.580892,-55.772358
-63.580913,-55.772324
-63.580884,-55.772117
-63.580881,-55.772168
-63.580887,-55.772225
-63.580931,-55.772177
-63.581247,-55.772489
-63.581196,-55.77246
-63.581221,-55.772484
-63.58122,-55.772549
-63.581243,-55.772536
-63.581248,-55.772578
-63.58125,-55.772625
-63.581214,-55.772687
-63.581269,-55.772521
-63.581295,-55.772486
-63.58136,-55.772426
-63.58137,-55.772393
-63.581335,-55.772329
-63.581342,-55.772356
-63.581396,-55.772409
-63.581352,-55.772471
-63.581392,-55.772651
-63.581375,-55.772696
-63.581398,-55.772702
-63.581403,-55.772753
-63.581414,-55.772723
-63.581414,-55.772796
-63.581438,-55.772752
-63.581449,-55.772723
-63.581465,-55.772429
-63.581471,-55.772391
-63.581456,-55.772371
-63.581472,-55.772346
-63.581502,-55.772348
-63.581424,-55.772309
-63.58144,-55.772357
-63.581427,-55.772352
-63.581446,-55.772418
-63.581425,-55.77239
-63.581424,-55.772442
-63.581472,-55.772724
-63.58146,-55.772777
-63.581488,-55.772723
-63.581539,-55.772784
-63.581555,-55.772735
-63.581575,-55.772706
-63.581583,-55.772657
-63.581609,-55.772642
-63.581616,-55.772604
-63.581603,-55.772571
-63.581604,-55.772524
-63.581591,-55.772469
-63.581608,-55.772459
-63.581586,-55.772515
-63.581346,-55.772294
-63.581361,-55.772314
-63.581393,-55.772275
-63.581398,-55.772347
-63.581408,-55.772379
-63.581408,-55.772644
-63.581457,-55.772615
-63.581476,-55.772559
-63.581474,-55.772513
-63.581495,-55.7725
-63.581527,-55.772551
-63.581513,-55.772582
-63.581536,-55.772512
-63.581558,-55.772497
-63.581547,-55.772546
-63.581575,-55.77246
-63.581253,-55.772242
-63.581231,-55.772285
-63.581472,-55.77265
-63.581507,-55.772655
-63.581551,-55.772661
-63.581545,-55.772701
-63.581549,-55.772617
-63.581558,-55.7726
-63.581574,-55.772629
-63.581527,-55.772742
-63.581464,-55.772571
-63.581398,-55.772527
-63.581568,-55.772769
-63.581619,-55.772778
-63.581596,-55.772708
-63.581618,-55.772688
-63.581639,-55.772659
-63.581667,-55.77266
-63.581704,-55.772627
-63.581728,-55.772576
-63.581704,-55.77256
-63.58169,-55.772558
-63.581671,-55.772503
-63.581649,-55.772512
-63.581627,-55.77252
-63.581629,-55.772563
-63.581642,-55.77256
-63.58165,-55.772604
-63.581688,-55.772699
-63.581717,-55.772724
-63.581701,-55.772764
-63.581692,-55.772798
-63.581676,-55.772809
-63.581648,-55.772796
-63.581665,-55.772697
-63.581499,-55.772558
-63.581558,-55.772445
-63.581553,-55.772406
-63.581592,-55.772426
-63.581526,-55.772486
-63.581514,-55.772516
-63.58167,-55.772736
-63.581604,-55.772749
-63.581644,-55.772846
-63.581657,-55.772889
-63.581656,-55.772824
-63.581672,-55.772849
-63.581661,-55.772919
-63.58165,-55.772937
-63.581682,-55.772885
-63.581695,-55.772859
-63.581708,-55.772836
-63.581748,-55.772799
-63.581726,-55.772676
-63.581711,-55.772673
-63.581752,-55.772636
-63.581749,-55.772663
-63.581733,-55.772643
-63.581741,-55.772691
-63.581753,-55.772585
-63.581771,-55.772639
-63.581791,-55.772636
-63.581812,-55.772627
-63.581835,-55.772623
-63.58185,-55.77266
-63.58183,-55.772681
-63.581811,-55.772725
-63.581788,-55.772745
-63.581772,-55.772779
-63.581767,-55.772746
-63.581797,-55.772781
-63.581825,-55.77277
-63.581838,-55.772746
-63.581854,-55.772701
-63.581884,-55.772704
-63.581912,-55.772694
-63.581933,-55.772702
-63.581953,-55.772715
-63.581932,-55.772738
-63.581863,-55.772772
-63.581886,-55.772752
-63.581902,-55.772768
-63.58187,-55.772732
-63.581874,-55.772799
-63.581898,-55.772805
-63.581865,-55.772825
-63.581856,-55.772864
-63.581814,-55.772799
-63.581829,-55.772845
-63.581825,-55.77289
-63.581796,-55.772818
-63.581796,-55.772852
-63.581778,-55.77287
-63.581801,-55.772932
-63.581765,-55.77295
-63.581769,-55.772909
-63.581759,-55.773006
-63.58175,-55.772897
-63.581727,-55.77285
-63.581709,-55.772906
-63.581731,-55.772938
-63.581759,-55.772843
-63.581777,-55.772828
-63.581723,-55.772798
-63.581762,-55.772702
-63.581785,-55.77268
-63.581799,-55.772675
-63.581868,-55.772669
-63.581649,-55.772744
-63.581842,-55.772913
-63.581875,-55.772869
-63.58189,-55.772853
-63.58188,-55.77283
-63.581874,-55.772799
-63.581937,-55.772831
-63.581915,-55.772799
-63.581908,-55.772826
-63.581913,-55.772871
-63.581904,-55.772888
-63.581873,-55.772923
-63.581856,-55.772921
-63.581842,-55.772913
-63.581846,-55.772945
-63.581847,-55.772987
-63.581865,-55.773004
-63.581882,-55.772997
-63.581907,-55.772975
-63.581908,-55.772941
-63.581924,-55.772894
-63.581932,-55.772933
-63.581924,-55.77298
-63.581952,-55.772968
-63.581961,-55.772996
-63.581937,-55.773019
-63.581971,-55.773017
-63.582005,-55.773003
-63.581996,-55.773061
-63.582033,-55.77304
-63.582012,-55.773077
-63.582058,-55.773035
-63.582048,-55.77308
-63.582038,-55.773104
-63.582068,-55.773083
-63.582073,-55.773126
-63.582052,-55.772913
-63.582044,-55.772934
-63.582066,-55.772895
-63.582058,-55.772948
-63.582078,-55.77288
-63.58208,-55.772939
-63.58203,-55.772971
-63.582027,-55.772932
-63.581994,-55.772945
-63.581998,-55.772917
-63.581982,-55.772835
-63.581973,-55.772917
-63.581833,-55.773006
-63.581836,-55.773038
-63.581861,-55.772953
-63.581879,-55.772964
-63.581892,-55.772925
-63.582121,-55.772943
-63.582128,-55.772907
-63.58215,-55.772927
-63.582105,-55.772927
-63.582079,-55.772837
-63.582098,-55.772855
-63.582058,-55.772809
-63.582048,-55.772859
-63.58203,-55.772842
-63.582013,-55.772803
-63.581987,-55.772796
-63.582006,-55.772851
-63.581992,-55.772876
-63.582028,-55.772877
-63.581958,-55.772843
-63.581962,-55.772811
-63.581951,-55.772784
-63.581957,-55.772873
-63.58195,-55.772931
-63.581942,-55.772908
-63.582009,-55.772953
-63.582069,-55.772932
-63.582098,-55.773041
-63.582122,-55.77301
-63.582242,-55.773179
-63.582253,-55.773139
-63.58226,-55.773114
-63.582239,-55.773079
-63.582253,-55.773036
-63.582227,-55.773141
-63.582218,-55.773221
-63.582212,-55.773262
-63.582246,-55.773276
-63.582255,-55.773303
-63.582231,-55.773277
-63.58224,-55.77333
-63.58226,-55.773352
-63.58228,-55.773319
-63.582271,-55.773269
-63.582279,-55.773238
-63.582271,-55.773269
-63.582285,-55.773286
-63.58228,-55.773186
-63.582261,-55.773197
-63.582295,-55.773198
-63.582288,-55.773052
-63.582288,-55.773093
-63.582235,-55.773042
-63.582214,-55.773011
-63.5822,-55.773048
-63.582184,-55.773003
-63.582181,-55.772976
-63.582197,-55.772953
-63.582138,-55.773202
-63.582145,-55.773164
-63.582134,-55.773143
-63.582123,-55.773175
-63.582162,-55.773216
-63.582177,-55.773208
-63.582166,-55.773122
-63.582172,-55.773161
-63.582185,-55.773168
-63.582201,-55.773153
-63.582163,-55.773086
-63.582147,-55.77306
-63.58214,-55.772996
-63.582106,-55.773129
-63.58211,-55.77316
-63.582101,-55.773099
-63.582101,-55.772966
-63.582172,-55.773022
-63.582169,-55.772986
-63.582215,-55.773164
-63.582204,-55.773117
-63.582181,-55.773103
-63.582278,-55.773155
-63.574334,-55.790359
-63.574376,-55.790326
-63.574383,-55.790284
-63.574234,-55.790518
-63.574229,-55.790708
-63.574295,-55.790562
-63.574338,-55.790566
-63.574358,-55.790451
-63.574401,-55.790335
-63.574382,-55.790148
-63.574371,-55.790124
-63.574334,-55.790626
-63.574319,-55.79074
-63.57433,-55.790852
-63.574323,-55.791032
-63.574303,-55.791062
-63.574294,-55.791113
-63.574309,-55.791173
-63.574293,-55.791204
-63.574318,-55.791224
-63.574289,-55.791234
-63.574187,-55.791588
-63.574174,-55.791842
-63.574176,-55.79189
-63.574213,-55.791655
-63.574166,-55.791958
-63.574164,-55.792122
-63.574156,-55.792206
-63.574151,-55.792336
-63.574138,-55.792447
-63.574157,-55.792468
-63.574154,-55.792538
-63.57413,-55.792604
-63.574126,-55.792628
-63.574137,-55.792684
-63.574154,-55.792997
-63.574114,-55.792954
-63.574094,-55.79299
-63.574111,-55.793068
-63.574106,-55.793104
-63.574146,-55.792607
-63.574179,-55.792184
-63.574181,-55.792062
-63.574195,-55.791946
-63.574216,-55.791972
-63.574172,-55.792443
-63.574149,-55.79228
-63.574211,-55.792082
-63.574194,-55.792075
-63.574259,-55.79113
-63.574283,-55.79097
-63.574292,-55.790882
-63.574311,-55.790791
-63.574292,-55.791011
-63.574275,-55.791055
-63.574234,-55.791137
-63.574279,-55.790668
-63.574384,-55.790226
-63.574302,-55.788667
-63.574492,-55.788423
-63.574455,-55.788418
-63.574605,-55.788034
-63.574624,-55.787999
-63.574603,-55.787954
-63.574428,-55.788101
-63.574607,-55.787391
-63.574616,-55.787327
-63.572754,-55.776301
-63.572727,-55.77635
-63.572735,-55.77621
-63.572716,-55.776175
-63.572708,-55.776147
-63.572659,-55.776135
-63.572644,-55.776086
-63.572624,-55.775954
-63.572605,-55.775915
-63.572616,-55.775861
-63.572627,-55.775901
-63.572666,-55.77577
-63.572684,-55.775727
-63.572666,-55.775701
-63.572648,-55.77574
-63.57266,-55.775636
-63.572612,-55.775671
-63.572618,-55.775714
-63.572623,-55.775606
-63.572589,-55.775585
-63.572584,-55.775673
-63.572577,-55.775717
-63.572593,-55.775753
-63.572582,-55.775842
-63.572645,-55.775873
-63.572665,-55.775929
-63.572667,-55.775964
-63.572641,-55.776004
-63.572745,-55.776131
-63.572705,-55.775966
-63.57269,-55.775944
-63.572726,-55.77596
-63.572539,-55.775376
-63.572491,-55.775245
-63.572521,-55.775265
-63.572512,-55.775203
-63.572508,-55.775118
-63.572516,-55.77537
-63.572522,-55.775429
-63.572548,-55.775426
-63.572548,-55.775476
-63.572563,-55.775547
-63.572541,-55.775554
-63.572558,-55.775652
-63.572558,-55.775608
-63.572631,-55.775688
-63.572677,-55.775806
-63.572495,-55.775351
-63.572485,-55.775107
-63.5725,-55.775051
-63.572485,-55.775047
-63.572509,-55.775026
-63.572496,-55.774958
-63.572505,-55.774993
-63.572481,-55.775
-63.572472,-55.774949
-63.5725,-55.774907
-63.572467,-55.774905
-63.57246,-55.77487
-63.572476,-55.774801
-63.572483,-55.774759
-63.572452,-55.774755
-63.572463,-55.774643
-63.572472,-55.774584
-63.572461,-55.774454
-63.572461,-55.774402
-63.57243,-55.774418
-63.572413,-55.774449
-63.57243,-55.774479
-63.572407,-55.774507
-63.572419,-55.774557
-63.57244,-55.774512
-63.572424,-55.774602
-63.572442,-55.774612
-63.572436,-55.774647
-63.572451,-55.774658
-63.572451,-55.774699
-63.572432,-55.774717
-63.572474,-55.774683
-63.572472,-55.774721
-63.572502,-55.77487
-63.572489,-55.774883
-63.572489,-55.774833
-63.572458,-55.774798
-63.572497,-55.774705
-63.572465,-55.774543
-63.572453,-55.774576
-63.572455,-55.774501
-63.572467,-55.774833
-63.572479,-55.77486
-63.572437,-55.774152
-63.57246,-55.774142
-63.572448,-55.774087
-63.57245,-55.774038
-63.572418,-55.774068
-63.572451,-55.774243
-63.57244,-55.774276
-63.572454,-55.774289
-63.572447,-55.77435
-63.572439,-55.774324
-63.572419,-55.774333
-63.572419,-55.774333
-63.572422,-55.774375
-63.572404,-55.774356
-63.572405,-55.774295
-63.572392,-55.774252
-63.572423,-55.774239
-63.572442,-55.774223
-63.572401,-55.774209
-63.572418,-55.774181
-63.572453,-55.774184
-63.57248,-55.774054
-63.572548,-55.774008
-63.572556,-55.774071
-63.572581,-55.77403
-63.572545,-55.773955
-63.572429,-55.774013
-63.572433,-55.773629
-63.572451,-55.77385
-63.572543,-55.773652
-63.572539,-55.773544
-63.572587,-55.773445
-63.572566,-55.773454
-63.572492,-55.773473
-63.572432,-55.773489
-63.57243,-55.773544
-63.572435,-55.773589
-63.57247,-55.773645
-63.572406,-55.773629
-63.572403,-55.7737
-63.572421,-55.773678
-63.57241,-55.773815
-63.572399,-55.773878
-63.572422,-55.773843
-63.572429,-55.773902
-63.572452,-55.773752
-63.572532,-55.773749
-63.572519,-55.773755
-63.572569,-55.773682
-63.572584,-55.77362
-63.572586,-55.773643
-63.572564,-55.773644
-63.57256,-55.773804
-63.572504,-55.773636
-63.572558,-55.773889
-63.572539,-55.773878
-63.572524,-55.773845
-63.572523,-55.7738
-63.572543,-55.77377
-63.572557,-55.773744
-63.57256,-55.77371
-63.57258,-55.773765
-63.572472,-55.773809
-63.572488,-55.773866
-63.572503,-55.773843
-63.572492,-55.77391
-63.572499,-55.773949
-63.572488,-55.774006
-63.572515,-55.773895
-63.572454,-55.773953
-63.57246,-55.773899
-63.57246,-55.773994
-63.572498,-55.773745
-63.572513,-55.773691
-63.572455,-55.773604
-63.572459,-55.773549
-63.57255,-55.773567
-63.572575,-55.773533
-63.572682,-55.773409
-63.572629,-55.773648
-63.572577,-55.773897
-63.572584,-55.773987
-63.572597,-55.773901
-63.572547,-55.773921
-63.572453,-55.773452
-63.572496,-55.773399
-63.572528,-55.773369
-63.572532,-55.773322
-63.572508,-55.773299
-63.572544,-55.773391
-63.572608,-55.773312
-63.572535,-55.773449
-63.572477,-55.773443
-63.572455,-55.773408
-63.57245,-55.773334
-63.572456,-55.773297
-63.572479,-55.7733
-63.572475,-55.773337
-63.572434,-55.77338
-63.572431,-55.773423
-63.572407,-55.773493
-63.572406,-55.773446
-63.572431,-55.773457
-63.572415,-55.773377
-63.572424,-55.773282
-63.572421,-55.77318
-63.572427,-55.773099
-63.572462,-55.773089
-63.572586,-55.773281
-63.572536,-55.773222
-63.572517,-55.773236
-63.572503,-55.773201
-63.572492,-55.773226
-63.57248,-55.773187
-63.572475,-55.773225
-63.572445,-55.773147
-63.572393,-55.773988
-63.572411,-55.773955
-63.572414,-55.773992
-63.572397,-55.774048
-63.572415,-55.774029
-63.572507,-55.773057
-63.572519,-55.773006
-63.57256,-55.772855
-63.572543,-55.772825
-63.572522,-55.772779
-63.572507,-55.772874
-63.572486,-55.772868
-63.572516,-55.772831
-63.572496,-55.772994
-63.57249,-55.773044
-63.572602,-55.772864
-63.572503,-55.772944
-63.572519,-55.772911
-63.572546,-55.772916
-63.572527,-55.772858
-63.572478,-55.772967
-63.572469,-55.772935
-63.572471,-55.773029
-63.572484,-55.773089
-63.572513,-55.773162
-63.572529,-55.773092
-63.572574,-55.773178
-63.572667,-55.773216
-63.572666,-55.773166
-63.572654,-55.773071
-63.572673,-55.773064
-63.57265,-55.773036
-63.572635,-55.772983
-63.572618,-55.772975
-63.572603,-55.773014
-63.572583,-55.772923
-63.572582,-55.773135
-63.572578,-55.773055
-63.572624,-55.773063
-63.572572,-55.773019
-63.572669,-55.772784
-63.572707,-55.772693
-63.572681,-55.772743
-63.572708,-55.772736
-63.57264,-55.772727
-63.572686,-55.772529
-63.57274,-55.772532
-63.572767,-55.77251
-63.572794,-55.772387
-63.572787,-55.772281
-63.57282,-55.772188
-63.572856,-55.772201
-63.572832,-55.772242
-63.572838,-55.772296
-63.572858,-55.772273
-63.572889,-55.772056
-63.572899,-55.772098
-63.572583,-55.772732
-63.572605,-55.772661
-63.572637,-55.772569
-63.572565,-55.772706
-63.572545,-55.772725
-63.572558,-55.772769
-63.572522,-55.77267
-63.572505,-55.772632
-63.572474,-55.77263
-63.572481,-55.772579
-63.572453,-55.772782
-63.572425,-55.772765
-63.572419,-55.772839
-63.572442,-55.772867
-63.572462,-55.772866
-63.572439,-55.772939
-63.572414,-55.773012
-63.572578,-55.773353
-63.572615,-55.773266
-63.572607,-55.773451
-63.572464,-55.773676
-63.572427,-55.773734
-63.572409,-55.773776
-63.572435,-55.773812
-63.572494,-55.772822
-63.572495,-55.772779
-63.57252,-55.772707
-63.572512,-55.772742
-63.572571,-55.772655
-63.572563,-55.772555
-63.572542,-55.772549
-63.572564,-55.7725
-63.572593,-55.772505
-63.572617,-55.772475
-63.572636,-55.772443
-63.572641,-55.772398
-63.572623,-55.772301
-63.572634,-55.772261
-63.572613,-55.772267
-63.572612,-55.772227
-63.572634,-55.772209
-63.57259,-55.772291
-63.57257,-55.772332
-63.572559,-55.772379
-63.572597,-55.772344
-63.572586,-55.772366
-63.572609,-55.772382
-63.572628,-55.772368
-63.57265,-55.772339
-63.572677,-55.772328
-63.572689,-55.772287
-63.572672,-55.772268
-63.57266,-55.772207
-63.572664,-55.772155
-63.572524,-55.772512
-63.57251,-55.772533
-63.572523,-55.772458
-63.572544,-55.772471
-63.572539,-55.772395
-63.572548,-55.772314
-63.5726,-55.773172
-63.572583,-55.772611
-63.57259,-55.77256
-63.572611,-55.772563
-63.572656,-55.772454
-63.572665,-55.772389
-63.572591,-55.772447
-63.572575,-55.772416
-63.572536,-55.772627
-63.572546,-55.772673
-63.572644,-55.772503
-63.572603,-55.772605
-63.572583,-55.772611
-63.572737,-55.772154
-63.572906,-55.771957
-63.572702,-55.772223
-63.572689,-55.772172
-63.572693,-55.772117
-63.572561,-55.772267
-63.572539,-55.772251
-63.572574,-55.772183
-63.572575,-55.772231
-63.572599,-55.772149
-63.572644,-55.772126
-63.572645,-55.772155
-63.572578,-55.772578
-63.572724,-55.772088
-63.572737,-55.77202
-63.572699,-55.77194
-63.572679,-55.771918
-63.572665,-55.771883
-63.57268,-55.771838
-63.572712,-55.771823
-63.572623,-55.772038
-63.572631,-55.772086
-63.572681,-55.772085
-63.572679,-55.772004
-63.572714,-55.771996
-63.57272,-55.772259
-63.572733,-55.771955
-63.572748,-55.771933
-63.572723,-55.771926
-63.572704,-55.771873
-63.572731,-55.771865
-63.572751,-55.771842
-63.572747,-55.771894
-63.572815,-55.771838
-63.572795,-55.771816
-63.572817,-55.771787
-63.572828,-55.77174
-63.572811,-55.77169
-63.5728,-55.771627
-63.572787,-55.771572
-63.572732,-55.771701
-63.572745,-55.771692
-63.572756,-55.77174
-63.572772,-55.771709
-63.57279,-55.771697
-63.572778,-55.771651
-63.572799,-55.771743
-63.572773,-55.771866
-63.572783,-55.771907
-63.572803,-55.771888
-63.572805,-55.77193
-63.572826,-55.771894
-63.572841,-55.771905
-63.572826,-55.771936
-63.572801,-55.771966
-63.572826,-55.771988
-63.572875,-55.77185
-63.572859,-55.771856
-63.572874,-55.77193
-63.572864,-55.771802
-63.572882,-55.771772
-63.572871,-55.771731
-63.572857,-55.771674
-63.572838,-55.771672
-63.572811,-55.771547
-63.572826,-55.771549
-63.572856,-55.771529
-63.572873,-55.771474
-63.572856,-55.771459
-63.572868,-55.771407
-63.572898,-55.771364
-63.572918,-55.771365
-63.572911,-55.771416
-63.572892,-55.771404
-63.572935,-55.771439
-63.572908,-55.771484
-63.572893,-55.771522
-63.57291,-55.771552
-63.572933,-55.771526
-63.572953,-55.771484
